instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_FO|55740,55740,NIFTY25JUL23600PE,NIFTY,8.8,31-Jul-2025,23600,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55732,55732,NIFTY25JUL23400PE,NIFTY,7.0,31-Jul-2025,23400,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55733,55733,NIFTY25JUL23450CE,NIFTY,2098.95,31-Jul-2025,23450,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55730,55730,NIFTY25JUL23350PE,NIFTY,6.75,31-Jul-2025,23350,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55731,55731,NIFTY25JUL23400CE,NIFTY,2040.0,31-Jul-2025,23400,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55736,55736,NIFTY25JUL23500PE,NIFTY,7.5,31-Jul-2025,23500,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55737,55737,NIFTY25JUL23550CE,NIFTY,2005.3,31-Jul-2025,23550,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55734,55734,NIFTY25JUL23450PE,NIFTY,7.35,31-Jul-2025,23450,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55735,55735,NIFTY25JUL23500CE,NIFTY,1918.6,31-Jul-2025,23500,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55738,55738,NIFTY25JUL23550PE,NIFTY,8.3,31-Jul-2025,23550,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55739,55739,NIFTY25JUL23600CE,NIFTY,1850.0,31-Jul-2025,23600,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55772,55772,NIFTY25JUL24300PE,NIFTY,25.45,31-Jul-2025,24300,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55773,55773,NIFTY25JUL24350CE,NIFTY,1093.95,31-Jul-2025,24350,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55770,55770,NIFTY25JUL24250PE,NIFTY,23.45,31-Jul-2025,24250,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55771,55771,NIFTY25JUL24300CE,NIFTY,1148.9,31-Jul-2025,24300,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55765,55765,NIFTY25JUL24200CE,NIFTY,1225.1,31-Jul-2025,24200,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55766,55766,NIFTY25JUL24200PE,NIFTY,20.95,31-Jul-2025,24200,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55763,55763,NIFTY25JUL24150CE,NIFTY,1284.6,31-Jul-2025,24150,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55764,55764,NIFTY25JUL24150PE,NIFTY,19.3,31-Jul-2025,24150,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55767,55767,NIFTY25JUL24250CE,NIFTY,1205.5,31-Jul-2025,24250,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55761,55761,NIFTY25JUL24100CE,NIFTY,1332.4,31-Jul-2025,24100,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55762,55762,NIFTY25JUL24100PE,NIFTY,17.75,31-Jul-2025,24100,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55760,55760,NIFTY25JUL24050PE,NIFTY,16.7,31-Jul-2025,24050,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55754,55754,NIFTY25JUL23900PE,NIFTY,13.15,31-Jul-2025,23900,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55755,55755,NIFTY25JUL23950CE,NIFTY,1509.8,31-Jul-2025,23950,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55752,55752,NIFTY25JUL23850PE,NIFTY,11.95,31-Jul-2025,23850,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55753,55753,NIFTY25JUL23900CE,NIFTY,1557.8,31-Jul-2025,23900,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55758,55758,NIFTY25JUL24000PE,NIFTY,15.25,31-Jul-2025,24000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55759,55759,NIFTY25JUL24050CE,NIFTY,1411.0,31-Jul-2025,24050,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55756,55756,NIFTY25JUL23950PE,NIFTY,14.05,31-Jul-2025,23950,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55757,55757,NIFTY25JUL24000CE,NIFTY,1431.7,31-Jul-2025,24000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55700,55700,NIFTY25JUL22900PE,NIFTY,5.3,31-Jul-2025,22900,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55703,55703,NIFTY25JUL23000CE,NIFTY,2418.7,31-Jul-2025,23000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55704,55704,NIFTY25JUL23000PE,NIFTY,5.75,31-Jul-2025,23000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55701,55701,NIFTY25JUL22950CE,NIFTY,2596.95,31-Jul-2025,22950,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55702,55702,NIFTY25JUL22950PE,NIFTY,5.45,31-Jul-2025,22950,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55705,55705,NIFTY25JUL23050CE,NIFTY,2430.15,31-Jul-2025,23050,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55706,55706,NIFTY25JUL23050PE,NIFTY,5.7,31-Jul-2025,23050,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55721,55721,NIFTY25JUL23150CE,NIFTY,2075.25,31-Jul-2025,23150,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55722,55722,NIFTY25JUL23150PE,NIFTY,6.0,31-Jul-2025,23150,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55720,55720,NIFTY25JUL23100PE,NIFTY,5.8,31-Jul-2025,23100,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55725,55725,NIFTY25JUL23250CE,NIFTY,1980.25,31-Jul-2025,23250,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55726,55726,NIFTY25JUL23250PE,NIFTY,6.15,31-Jul-2025,23250,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55723,55723,NIFTY25JUL23200CE,NIFTY,2264.35,31-Jul-2025,23200,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55724,55724,NIFTY25JUL23200PE,NIFTY,6.1,31-Jul-2025,23200,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55729,55729,NIFTY25JUL23350CE,NIFTY,2197.35,31-Jul-2025,23350,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55727,55727,NIFTY25JUL23300CE,NIFTY,2119.35,31-Jul-2025,23300,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55728,55728,NIFTY25JUL23300PE,NIFTY,6.55,31-Jul-2025,23300,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55711,55711,NIFTY25JUL23100CE,NIFTY,2343.0,31-Jul-2025,23100,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|89641,89641,NIFTY29JUN29000PE,NIFTY,1746.95,28-Jun-2029,29000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|89642,89642,NIFTY29JUN30000CE,NIFTY,5268.4,28-Jun-2029,30000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|89640,89640,NIFTY29JUN29000CE,NIFTY,5677.9,28-Jun-2029,29000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|89638,89638,NIFTY29JUN28000CE,NIFTY,6112.6,28-Jun-2029,28000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|89639,89639,NIFTY29JUN28000PE,NIFTY,1488.1,28-Jun-2029,28000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|89636,89636,NIFTY29JUN27000CE,NIFTY,6570.4,28-Jun-2029,27000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|89637,89637,NIFTY29JUN27000PE,NIFTY,1252.35,28-Jun-2029,27000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|89634,89634,NIFTY29JUN26000CE,NIFTY,7052.2,28-Jun-2029,26000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|89635,89635,NIFTY29JUN26000PE,NIFTY,1391.75,28-Jun-2029,26000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|89632,89632,NIFTY29JUN25000CE,NIFTY,7557.7,28-Jun-2029,25000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|89633,89633,NIFTY29JUN25000PE,NIFTY,852.5,28-Jun-2029,25000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|89645,89645,NIFTY29JUN31000PE,NIFTY,2338.75,28-Jun-2029,31000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|89643,89643,NIFTY29JUN30000PE,NIFTY,2031.05,28-Jun-2029,30000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|89644,89644,NIFTY29JUN31000CE,NIFTY,4882.55,28-Jun-2029,31000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|89616,89616,NIFTY29JUN20000CE,NIFTY,10410.0,28-Jun-2029,20000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|89630,89630,NIFTY29JUN24000CE,NIFTY,8085.35,28-Jun-2029,24000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|89631,89631,NIFTY29JUN24000PE,NIFTY,694.05,28-Jun-2029,24000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|89629,89629,NIFTY29JUN23000PE,NIFTY,543.65,28-Jun-2029,23000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|89627,89627,NIFTY29JUN22000PE,NIFTY,422.0,28-Jun-2029,22000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|89628,89628,NIFTY29JUN23000CE,NIFTY,8636.0,28-Jun-2029,23000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|89625,89625,NIFTY29JUN21000PE,NIFTY,320.25,28-Jun-2029,21000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|89626,89626,NIFTY29JUN22000CE,NIFTY,9207.9,28-Jun-2029,22000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|89623,89623,NIFTY29JUN20000PE,NIFTY,236.95,28-Jun-2029,20000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|89624,89624,NIFTY29JUN21000CE,NIFTY,9799.75,28-Jun-2029,21000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55897,55897,NIFTY25JUL27000CE,NIFTY,5.35,31-Jul-2025,27000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55898,55898,NIFTY25JUL27000PE,NIFTY,1564.65,31-Jul-2025,27000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55896,55896,NIFTY25JUL26950PE,NIFTY,1524.85,31-Jul-2025,26950,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55899,55899,NIFTY25JUL27050CE,NIFTY,174.45,31-Jul-2025,27050,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55901,55901,NIFTY25JUL27100CE,NIFTY,4.45,31-Jul-2025,27100,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55902,55902,NIFTY25JUL27100PE,NIFTY,1512.75,31-Jul-2025,27100,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55900,55900,NIFTY25JUL27050PE,NIFTY,1624.3,31-Jul-2025,27050,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55905,55905,NIFTY25JUL27200CE,NIFTY,4.05,31-Jul-2025,27200,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55906,55906,NIFTY25JUL27200PE,NIFTY,1649.6,31-Jul-2025,27200,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55903,55903,NIFTY25JUL27150CE,NIFTY,161.15,31-Jul-2025,27150,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55904,55904,NIFTY25JUL27150PE,NIFTY,1580.3,31-Jul-2025,27150,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55909,55909,NIFTY25JUL27300CE,NIFTY,3.7,31-Jul-2025,27300,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55907,55907,NIFTY25JUL27250CE,NIFTY,3.85,31-Jul-2025,27250,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55908,55908,NIFTY25JUL27250PE,NIFTY,1694.45,31-Jul-2025,27250,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55912,55912,NIFTY25JUL27300PE,NIFTY,1670.0,31-Jul-2025,27300,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55913,55913,NIFTY25JUL27350CE,NIFTY,3.6,31-Jul-2025,27350,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55916,55916,NIFTY25JUL27400PE,NIFTY,1898.7,31-Jul-2025,27400,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55914,55914,NIFTY25JUL27350PE,NIFTY,1791.9,31-Jul-2025,27350,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55915,55915,NIFTY25JUL27400CE,NIFTY,3.35,31-Jul-2025,27400,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|51451,51451,NIFTY25DEC21000CE,NIFTY,4918.8,24-Dec-2025,21000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|51452,51452,NIFTY25DEC21000PE,NIFTY,45.55,24-Dec-2025,21000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|51453,51453,NIFTY26JUN21000CE,NIFTY,3881.9,25-Jun-2026,21000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|51455,51455,NIFTY26JUN21000PE,NIFTY,183.5,25-Jun-2026,21000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|36688,36688,NIFTY25DEC19500CE,NIFTY,5980.0,24-Dec-2025,19500,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|61660,61660,NIFTY29DEC21000PE,NIFTY,278.8,27-Dec-2029,21000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|61659,61659,NIFTY29DEC21000CE,NIFTY,9463.95,27-Dec-2029,21000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|61410,61410,NIFTY29DEC20000CE,NIFTY,10081.1,27-Dec-2029,20000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|61411,61411,NIFTY29DEC20000PE,NIFTY,202.3,27-Dec-2029,20000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71403,71403,NIFTY25DEC26000PE,NIFTY,786.8,24-Dec-2025,26000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71475,71475,NIFTY26JUN25000PE,NIFTY,640.55,25-Jun-2026,25000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71476,71476,NIFTY26JUN26000CE,NIFTY,1800.0,25-Jun-2026,26000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71477,71477,NIFTY26JUN26000PE,NIFTY,969.9,25-Jun-2026,26000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71472,71472,NIFTY26JUN24000CE,NIFTY,3000.0,25-Jun-2026,24000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71473,71473,NIFTY26JUN24000PE,NIFTY,425.0,25-Jun-2026,24000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71474,71474,NIFTY26JUN25000CE,NIFTY,2999.95,25-Jun-2026,25000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|61915,61915,NIFTY29DEC29000PE,NIFTY,1669.2,27-Dec-2029,29000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|61914,61914,NIFTY29DEC29000CE,NIFTY,5305.8,27-Dec-2029,29000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|61986,61986,NIFTY29DEC31000CE,NIFTY,4512.25,27-Dec-2029,31000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|61987,61987,NIFTY29DEC31000PE,NIFTY,2262.75,27-Dec-2029,31000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|61933,61933,NIFTY29DEC30000PE,NIFTY,1953.5,27-Dec-2029,30000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|61932,61932,NIFTY29DEC30000CE,NIFTY,4896.55,27-Dec-2029,30000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71398,71398,NIFTY25DEC25000PE,NIFTY,440.4,24-Dec-2025,25000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71399,71399,NIFTY25DEC26000CE,NIFTY,890.85,24-Dec-2025,26000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71394,71394,NIFTY25DEC24000PE,NIFTY,240.9,24-Dec-2025,24000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71395,71395,NIFTY25DEC25000CE,NIFTY,1500.45,24-Dec-2025,25000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71393,71393,NIFTY25DEC24000CE,NIFTY,2272.65,24-Dec-2025,24000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|61858,61858,NIFTY29DEC28000CE,NIFTY,5741.5,27-Dec-2029,28000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|61859,61859,NIFTY29DEC28000PE,NIFTY,1411.3,27-Dec-2029,28000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|61748,61748,NIFTY29DEC24000CE,NIFTY,7730.0,27-Dec-2029,24000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|61749,61749,NIFTY29DEC24000PE,NIFTY,625.5,27-Dec-2029,24000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|61746,61746,NIFTY29DEC23000CE,NIFTY,8286.75,27-Dec-2029,23000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|61747,61747,NIFTY29DEC23000PE,NIFTY,670.0,27-Dec-2029,23000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|61744,61744,NIFTY29DEC22000CE,NIFTY,8865.25,27-Dec-2029,22000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|61745,61745,NIFTY29DEC22000PE,NIFTY,373.65,27-Dec-2029,22000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|61779,61779,NIFTY29DEC26000PE,NIFTY,969.6,27-Dec-2029,26000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|61778,61778,NIFTY29DEC26000CE,NIFTY,6686.95,27-Dec-2029,26000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|61773,61773,NIFTY29DEC25000PE,NIFTY,785.3,27-Dec-2029,25000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|61772,61772,NIFTY29DEC25000CE,NIFTY,7196.25,27-Dec-2029,25000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|61795,61795,NIFTY29DEC27000PE,NIFTY,1177.9,27-Dec-2029,27000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|61794,61794,NIFTY29DEC27000CE,NIFTY,6201.65,27-Dec-2029,27000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71835,71835,NIFTY25AUG22850CE,NIFTY,2396.2,28-Aug-2025,22850,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71836,71836,NIFTY25AUG22850PE,NIFTY,20.0,28-Aug-2025,22850,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71837,71837,NIFTY25AUG22900CE,NIFTY,2350.2,28-Aug-2025,22900,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71838,71838,NIFTY25AUG22900PE,NIFTY,19.45,28-Aug-2025,22900,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71833,71833,NIFTY25AUG22800CE,NIFTY,2581.7,28-Aug-2025,22800,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71834,71834,NIFTY25AUG22800PE,NIFTY,17.45,28-Aug-2025,22800,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71839,71839,NIFTY25AUG22950CE,NIFTY,2304.35,28-Aug-2025,22950,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71846,71846,NIFTY25AUG23100PE,NIFTY,22.2,28-Aug-2025,23100,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71847,71847,NIFTY25AUG23150CE,NIFTY,2235.0,28-Aug-2025,23150,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71848,71848,NIFTY25AUG23150PE,NIFTY,78.05,28-Aug-2025,23150,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71849,71849,NIFTY25AUG23200CE,NIFTY,2459.05,28-Aug-2025,23200,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71842,71842,NIFTY25AUG23000PE,NIFTY,20.2,28-Aug-2025,23000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71843,71843,NIFTY25AUG23050CE,NIFTY,2213.1,28-Aug-2025,23050,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71844,71844,NIFTY25AUG23050PE,NIFTY,26.8,28-Aug-2025,23050,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71845,71845,NIFTY25AUG23100CE,NIFTY,2167.65,28-Aug-2025,23100,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71840,71840,NIFTY25AUG22950PE,NIFTY,20.0,28-Aug-2025,22950,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71841,71841,NIFTY25AUG23000CE,NIFTY,2520.0,28-Aug-2025,23000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71871,71871,NIFTY25AUG23500PE,NIFTY,32.25,28-Aug-2025,23500,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71872,71872,NIFTY25AUG23550CE,NIFTY,1847.85,28-Aug-2025,23550,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71873,71873,NIFTY25AUG23550PE,NIFTY,42.15,28-Aug-2025,23550,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71874,71874,NIFTY25AUG23600CE,NIFTY,1890.0,28-Aug-2025,23600,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71857,71857,NIFTY25AUG23350PE,NIFTY,33.0,28-Aug-2025,23350,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71858,71858,NIFTY25AUG23400CE,NIFTY,2144.15,28-Aug-2025,23400,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71853,71853,NIFTY25AUG23300CE,NIFTY,2071.8,28-Aug-2025,23300,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71855,71855,NIFTY25AUG23300PE,NIFTY,26.1,28-Aug-2025,23300,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71856,71856,NIFTY25AUG23350CE,NIFTY,1993.75,28-Aug-2025,23350,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71850,71850,NIFTY25AUG23200PE,NIFTY,23.3,28-Aug-2025,23200,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71851,71851,NIFTY25AUG23250CE,NIFTY,2475.0,28-Aug-2025,23250,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71852,71852,NIFTY25AUG23250PE,NIFTY,82.45,28-Aug-2025,23250,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71864,71864,NIFTY25AUG23500CE,NIFTY,2045.55,28-Aug-2025,23500,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71861,71861,NIFTY25AUG23400PE,NIFTY,28.2,28-Aug-2025,23400,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71862,71862,NIFTY25AUG23450CE,NIFTY,2240.0,28-Aug-2025,23450,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71863,71863,NIFTY25AUG23450PE,NIFTY,101.95,28-Aug-2025,23450,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71556,71556,NIFTY27JUN22000CE,NIFTY,2783.5,24-Jun-2027,22000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71557,71557,NIFTY27JUN22000PE,NIFTY,3995.4,24-Jun-2027,22000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71558,71558,NIFTY27JUN23000CE,NIFTY,2530.05,24-Jun-2027,23000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71559,71559,NIFTY27JUN23000PE,NIFTY,4514.3,24-Jun-2027,23000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71552,71552,NIFTY27JUN20000PE,NIFTY,3034.2,24-Jun-2027,20000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71553,71553,NIFTY27JUN21000CE,NIFTY,3061.8,24-Jun-2027,21000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71554,71554,NIFTY27JUN21000PE,NIFTY,500.0,24-Jun-2027,21000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71550,71550,NIFTY27JUN19000PE,NIFTY,182.1,24-Jun-2027,19000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71551,71551,NIFTY27JUN20000CE,NIFTY,3367.05,24-Jun-2027,20000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71563,71563,NIFTY27JUN25000PE,NIFTY,5619.05,24-Jun-2027,25000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71564,71564,NIFTY27JUN26000CE,NIFTY,1900.85,24-Jun-2027,26000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71565,71565,NIFTY27JUN26000PE,NIFTY,6202.2,24-Jun-2027,26000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71560,71560,NIFTY27JUN24000CE,NIFTY,2300.0,24-Jun-2027,24000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71561,71561,NIFTY27JUN24000PE,NIFTY,5056.2,24-Jun-2027,24000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71562,71562,NIFTY27JUN25000CE,NIFTY,2090.05,24-Jun-2027,25000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71549,71549,NIFTY27JUN19000CE,NIFTY,7800.0,24-Jun-2027,19000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71548,71548,NIFTY27JUN18000PE,NIFTY,48.55,24-Jun-2027,18000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71505,71505,NIFTY26DEC26000CE,NIFTY,2600.0,31-Dec-2026,26000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71506,71506,NIFTY26DEC26000PE,NIFTY,1101.95,31-Dec-2026,26000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71501,71501,NIFTY26DEC24000CE,NIFTY,4048.0,31-Dec-2026,24000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71502,71502,NIFTY26DEC24000PE,NIFTY,629.95,31-Dec-2026,24000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71503,71503,NIFTY26DEC25000CE,NIFTY,3175.0,31-Dec-2026,25000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71504,71504,NIFTY26DEC25000PE,NIFTY,838.15,31-Dec-2026,25000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71956,71956,NIFTY25AUG24550CE,NIFTY,1033.3,28-Aug-2025,24550,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|71957,71957,NIFTY25AUG24550PE,NIFTY,124.95,28-Aug-2025,24550,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|71958,71958,NIFTY25AUG24600CE,NIFTY,1090.0,28-Aug-2025,24600,0.05,75,OPTIDX,CE,NSE_FO
